Numéro APE,Nom,Inclus dans la classe,Non inclus dans la classe
33.15Z,Réparation et maintenance navale,"<ul class=""list1"">
            <li>
                <p>la réparation et l'entretien régulier des navires et bateaux</p>
            </li>
            <li>
                <p>la réparation et l'entretien des bateaux de plaisance</p>
            </li>
        </ul>","<ul class=""list1"">
            <li>
                <p>la conversion de navires et de bateaux en usine (cf. 
                    <a href=""/fr/metadonnees/nafr2/groupe/30.1"">30.1</a>)</p>
            </li>
            <li>
                <p>la réparation de moteurs de bateaux et de navires (cf. 
                    <a href=""/fr/metadonnees/nafr2/sousClasse/33.12Z"">33.12Z</a>)</p>
            </li>
            <li>
                <p>la démolition navale (cf. 
                    <a href=""/fr/metadonnees/nafr2/sousClasse/38.31Z"">38.31Z</a>)</p>
            </li>
        </ul>"
33.16Z,Réparation et maintenance d'aéronefs et d'engins spatiaux,"<ul class=""list1"">
            <li>
                <p>la réparation et l'entretien d'aéronefs</p>
            </li>
            <li>
                <p>la réparation et l'entretien de moteurs d'aéronefs</p>
            </li>
        </ul>","<ul class=""list1"">
            <li>
                <p>la révision, la conversion et la reconstruction d'aéronefs et de moteurs d'aéronefs en usine (cf. 
                    <a href=""/fr/metadonnees/nafr2/sousClasse/30.30Z"">30.30Z</a>)</p>
            </li>
        </ul>"
35.13Z,Distribution d'électricité,"<ul class=""list1"">
            <li>
                <p>l'exploitation des systèmes de distribution (c'est-à-dire lignes, pylônes, compteurs et câbles) qui transportent le courant électrique reçu des installations de production ou du système de transmission au consommateur final</p>
            </li>
        </ul>",""
33.17Z,Réparation et maintenance d'autres équipements de transport,"<ul class=""list1"">
            <li>
                <p>la réparation et l'entretien des locomotives et des wagons</p>
            </li>
            <li>
                <p>la réparation et l'entretien de véhicules pour invalides</p>
            </li>
            <li>
                <p>la réparation de véhicules propulsés à la main ou à traction animale</p>
            </li>
        </ul>","<ul class=""list1"">
            <li>
                <p>la révision, la conversion et la reconstruction de locomotives et de wagons en usine (cf. 
                    <a href=""/fr/metadonnees/nafr2/sousClasse/30.20Z"">30.20Z</a>)</p>
            </li>
            <li>
                <p>la réparation et l'entretien de véhicules militaires de combat (cf. 
                    <a href=""/fr/metadonnees/nafr2/sousClasse/33.11Z"">33.11Z</a>)</p>
            </li>
            <li>
                <p>la réparation et l'entretien de moteurs pour véhicules ferroviaires (cf. 
                    <a href=""/fr/metadonnees/nafr2/sousClasse/33.12Z"">33.12Z</a> et 
                    <a href=""/fr/metadonnees/nafr2/sousClasse/33.14Z"">33.14Z</a>)</p>
            </li>
            <li>
                <p>la réparation et l'entretien de motocycles (cf. 
                    <a href=""/fr/metadonnees/nafr2/sousClasse/45.40Z"">45.40Z</a>)</p>
            </li>
            <li>
                <p>la réparation de bicyclettes (cf. 
                    <a href=""/fr/metadonnees/nafr2/sousClasse/95.29Z"">95.29Z</a>)</p>
            </li>
        </ul>"
33.19Z,Réparation d'autres équipements,"<ul class=""list1"">
            <li>
                <p>la réparation de bâches et d'autres articles textiles confectionnés</p>
            </li>
            <li>
                <p>la réparation des filets de pêche, y compris raccommodage</p>
            </li>
            <li>
                <p>la réparation de cordes, gréements, toiles et toiles goudronnées</p>
            </li>
            <li>
                <p>la réparation de sacs d'engrais et de stockage de produits chimiques</p>
            </li>
            <li>
                <p>la réparation ou le reconditionnement de palettes en bois, de fûts ou de tonneaux de transport et d'articles similaires</p>
            </li>
            <li>
                <p>la réparation et l'entretien d'ouvrages en caoutchouc (à l'exclusion des pneumatiques)</p>
            </li>
            <li>
                <p>la réparation et l'entretien de tubes et tuyaux en matières plastiques et de tuyauterie dans des établissements industriels</p>
            </li>
            <li>
                <p>la réparation de hublots d'avion en Plexiglas</p>
            </li>
            <li>
                <p>la réparation et l'entretien de tubes et tuyaux en verre et de tuyauterie en verre dans des établissements industriels</p>
            </li>
            <li>
                <p>la réparation et l'entretien de tubes, conduits, gouttières et tuyaux en céramique et de tuyauterie en céramique dans des établissements industriels</p>
            </li>
            <li>
                <p>la réparation et l'entretien de meules et de pierres à aiguiser</p>
            </li>
            <li>
                <p>la réparation de billards électriques et d'autres jeux fonctionnant au moyen de pièces de monnaie</p>
            </li>
            <li>
                <p>la restauration d'orgues et d'autres instruments de musique historiques</p>
            </li>
        </ul>","<ul class=""list1"">
            <li>
                <p>le rechapage de pneumatiques (cf. 
                    <a href=""/fr/metadonnees/nafr2/sousClasse/22.11Z"">22.11Z</a>)</p>
            </li>
            <li>
                <p>la réparation de mobilier domestique et de bureau, la restauration de meubles (cf. 
                    <a href=""/fr/metadonnees/nafr2/sousClasse/95.24Z"">95.24Z</a>)</p>
            </li>
            <li>
                <p>la réparation de bicyclettes (cf. 
                    <a href=""/fr/metadonnees/nafr2/sousClasse/95.29Z"">95.29Z</a>)</p>
            </li>
            <li>
                <p>la réparation et la transformation d'articles d'habillement (cf. 
                    <a href=""/fr/metadonnees/nafr2/sousClasse/95.29Z"">95.29Z</a>)</p>
            </li>
        </ul>"
33.20A,"Installation de structures métalliques, chaudronnées et de tuyauterie","<ul class=""list1"">
            <li>
                <p>l'installation de générateurs de vapeur, à l'exclusion des chaudières pour le chauffage central à eau chaude, y compris l'installation de réacteurs nucléaires</p>
            </li>
            <li>
                <p>l'installation de réservoirs métalliques (non destinés au chauffage de bâtiments)</p>
            </li>
            <li>
                <p>l'installation des chaudières pour le chauffage central</p>
            </li>
            <li>
                <p>l'installation de serrures et autres systèmes complexes de verrouillage</p>
            </li>
            <li>
                <p>l'installation de récipients métalliques</p>
            </li>
            <li>
                <p>l'installation de coffres-forts</p>
            </li>
            <li>
                <p>l'installation et le montage d'armes</p>
            </li>
        </ul>","<ul class=""list1"">
            <li>
                <p>l'installation et le montage de chaudières pour le chauffage central domestique (cf. 
                    <a href=""/fr/metadonnees/nafr2/sousClasse/43.22B"">43.22B</a>)</p>
            </li>
            <li>
                <p>l'installation de portes, d'escaliers, d'équipements pour magasins, de mobilier, etc. (cf. 
                    <a href=""/fr/metadonnees/nafr2/classe/43.32"">43.32</a>)</p>
            </li>
        </ul>"
33.20B,Installation de machines et équipements mécaniques,"<ul class=""list1"">
            <li>
                <p>l'installation de machines de bureau et comptables</p>
            </li>
            <li>
                <p>l'installation et le montage de moteurs et turbines</p>
            </li>
            <li>
                <p>l'installation et le montage de pompes, compresseurs et systèmes hydrauliques</p>
            </li>
            <li>
                <p>l'installation d'articles de robinetterie et similaires</p>
            </li>
            <li>
                <p>l'installation d'organes mécaniques de transmission</p>
            </li>
            <li>
                <p>l'installation et le montage de fours et brûleurs</p>
            </li>
            <li>
                <p>l'installation et le montage d'équipements de levage et de manutention</p>
            </li>
            <li>
                <p>l'installation et le montage de matériel aéraulique et frigorifique industriel</p>
            </li>
            <li>
                <p>l'installation d'outillage portatif à moteur incorporé</p>
            </li>
            <li>
                <p>l'installation de machines-outils à bois et autres matériaux</p>
            </li>
            <li>
                <p>l'installation d'appareils ménagers professionnels</p>
            </li>
            <li>
                <p>l'installation d'équipements d'emballage, de conditionnement et de pesage</p>
            </li>
            <li>
                <p>l'installation de matériels pour les industries chimiques</p>
            </li>
            <li>
                <p>l'installation d'autres machines d'usage général</p>
            </li>
            <li>
                <p>l'installation de machines et d'équipements industriels pour l'agriculture</p>
            </li>
            <li>
                <p>l'installation et montage de machines-outils à métaux</p>
            </li>
            <li>
                <p>l'installation de machines et d'équipements industriels pour la métallurgie, pour l'extraction et la construction, pour l'industrie agroalimentaire, pour les industries textiles, pour les industries du papier et du carton, pour le travail du caoutchouc ou des matières plastiques</p>
            </li>
            <li>
                <p>l'installation de machines d'imprimerie</p>
            </li>
            <li>
                <p>l'installation de robots divers n.c.a.</p>
            </li>
            <li>
                <p>l'installation de jeux de quilles automatiques (bowlings)</p>
            </li>
            <li>
                <p>l'installation d'autres machines d'usage spécifique</p>
            </li>
        </ul>","<ul class=""list1"">
            <li>
                <p>l'installation de fourneaux et autres équipements de chauffage (cf. 
                    <a href=""/fr/metadonnees/nafr2/sousClasse/43.22B"">43.22B</a>)</p>
            </li>
            <li>
                <p>l'installation d'ascenseurs, d'escaliers mécaniques et de trottoirs roulants, de portes automatiques, d'aspirateurs à unité centrale, etc. (cf. 
                    <a href=""/fr/metadonnees/nafr2/sousClasse/43.29B"">43.29B</a>)</p>
            </li>
        </ul>"
33.20C,"Conception d'ensemble et assemblage sur site industriel d'équipements de contrôle
         des processus industriels
      ","<ul class=""list1"">
            <li>
                <p>la conception d'ensemble et l'assemblage sur site industriel d'équipements de contrôle des processus industriels</p>
            </li>
        </ul>","<ul class=""list1"">
            <li>
                <p>la fabrication de machines et équipements divers, munis de leurs dispositifs d'automatisation (classée selon l'usage des machines)</p>
            </li>
            <li>
                <p>la fabrication des éléments (capteurs, circuits électroniques, etc.) entrant dans ces équipements (cf. 
                    <a href=""/fr/metadonnees/nafr2/groupe/26.1"">26.1</a> et 
                    <a href=""/fr/metadonnees/nafr2/classe/26.51"">26.51</a>)</p>
            </li>
        </ul>"
35.14Z,Commerce d'électricité,"<ul class=""list1"">
            <li>
                <p>la vente d'électricité au consommateur</p>
            </li>
            <li>
                <p>les activités des courtiers en courant électrique ou des agents qui organisent la vente d'électricité via des systèmes de distribution de courant exploités par d'autres</p>
            </li>
            <li>
                <p>l'exploitation des échanges d'électricité et de capacité de transfert pour le courant électrique</p>
            </li>
        </ul>",""
35.21Z,Production de combustibles gazeux,"<ul class=""list1"">
            <li>
                <p>la production, pour les besoins de l'approvisionnement en gaz, de gaz obtenus par gazéification du charbon ou à partir de co-produits de l'agriculture ou de déchets</p>
            </li>
            <li>
                <p>la production de combustibles gazeux d'une valeur calorifique déterminée par purification, mélange ou d'autres traitements de gaz d'origines diverses, y compris le gaz naturel</p>
            </li>
        </ul>","<ul class=""list1"">
            <li>
                <p>la production de gaz naturel brut (cf. 
                    <a href=""/fr/metadonnees/nafr2/sousClasse/06.20Z"">06.20Z</a>)</p>
            </li>
            <li>
                <p>l'exploitation de fours à coke (cf. 
                    <a href=""/fr/metadonnees/nafr2/sousClasse/19.10Z"">19.10Z</a>)</p>
            </li>
            <li>
                <p>la fabrication de produits pétroliers raffinés (cf. 
                    <a href=""/fr/metadonnees/nafr2/sousClasse/19.20Z"">19.20Z</a>)</p>
            </li>
            <li>
                <p>la fabrication de gaz industriels (cf. 
                    <a href=""/fr/metadonnees/nafr2/sousClasse/20.11Z"">20.11Z</a>)</p>
            </li>
        </ul>"
35.22Z,Distribution de combustibles gazeux par conduites,"<ul class=""list1"">
            <li>
                <p>la distribution par conduites de combustibles gazeux de tous types</p>
            </li>
        </ul>","<ul class=""list1"">
            <li>
                <p>le transport, sur de longues distances, de gaz naturel par conduites (cf. 
                    <a href=""/fr/metadonnees/nafr2/sousClasse/49.50Z"">49.50Z</a>)</p>
            </li>
        </ul>"
35.23Z,Commerce de combustibles gazeux par conduites,"<ul class=""list1"">
            <li>
                <p>la vente au consommateur de gaz acheminé par conduites</p>
            </li>
            <li>
                <p>les activités des courtiers en gaz ou des agents qui organisent la vente de gaz via des systèmes de distribution de gaz exploités par d'autres</p>
            </li>
            <li>
                <p>les échanges de produits et de capacité de transfert pour les combustibles gazeux</p>
            </li>
        </ul>","<ul class=""list1"">
            <li>
                <p>le commerce de gros de combustibles gazeux (cf. 
                    <a href=""/fr/metadonnees/nafr2/sousClasse/46.71Z"">46.71Z</a>)</p>
            </li>
            <li>
                <p>le commerce de détail de gaz en bouteilles (cf. 
                    <a href=""/fr/metadonnees/nafr2/sousClasse/47.78B"">47.78B</a>)</p>
            </li>
            <li>
                <p>la vente de combustibles livrés chez le client (cf. 
                    <a href=""/fr/metadonnees/nafr2/sousClasse/47.99B"">47.99B</a>)</p>
            </li>
        </ul>"
35.30Z,Production et distribution de vapeur et d'air conditionné,"<ul class=""list1"">
            <li>
                <p>la production, la collecte et la distribution de vapeur et d'eau chaude pour le chauffage, la force motrice et d'autres usages</p>
            </li>
            <li>
                <p>la production et la distribution d'air réfrigéré</p>
            </li>
            <li>
                <p>la production et la distribution d'eau réfrigérée pour le refroidissement</p>
            </li>
            <li>
                <p>la production de glace pour des usages alimentaires ou autres, notamment frigorifiques</p>
            </li>
            <li>
                <p>la production et la distribution par conduites d'air comprimé</p>
            </li>
        </ul>",""
36.00Z,"Captage, traitement et distribution d'eau","<ul class=""list1"">
            <li>
                <p>le captage d'eau à partir de rivières, de lacs et de puits, etc.</p>
            </li>
            <li>
                <p>la collecte d'eau de pluie</p>
            </li>
            <li>
                <p>le traitement de l'eau aux fins de la distribution d'eau</p>
            </li>
            <li>
                <p>le traitement de l'eau pour des usages industriels ou autres</p>
            </li>
            <li>
                <p>le dessalement de l'eau de mer ou d'eaux souterraines, pour autant que la production d'eau constitue l'activité principale</p>
            </li>
            <li>
                <p>la distribution de l'eau par conduites, camions ou autres moyens de transport</p>
            </li>
        </ul>","<ul class=""list1"">
            <li>
                <p>l'exploitation d'appareils d'irrigation à des fins agricoles (cf. 
                    <a href=""/fr/metadonnees/nafr2/sousClasse/01.61Z"">01.61Z</a>)</p>
            </li>
            <li>
                <p>le traitement des eaux usées à des fins de prévention de la pollution (cf. 
                    <a href=""/fr/metadonnees/nafr2/sousClasse/37.00Z"">37.00Z</a>)</p>
            </li>
            <li>
                <p>le transport (sur de longues distances) d'eau par conduite (cf. 
                    <a href=""/fr/metadonnees/nafr2/sousClasse/49.50Z"">49.50Z</a>)</p>
            </li>
        </ul>"
37.00Z,Collecte et traitement des eaux usées,"<ul class=""list1"">
            <li>
                <p>l'exploitation de réseaux d'assainissement ou d'installations de traitement des eaux usées</p>
            </li>
            <li>
                <p>la collecte et le transport des eaux usées ménagères ou industrielles et des eaux de pluie au moyen de réseaux d'assainissement, de collecteurs, de fosses et d'autres moyens de transports (camions de vidange, etc.)</p>
            </li>
            <li>
                <p>la vidange et le nettoyage des puisards, des fosses septiques, des puits et des fosses, l'entretien des toilettes chimiques</p>
            </li>
            <li>
                <p>le traitement des eaux usées (ménagères ou industrielles, eaux usées des piscines, etc.) au moyen de procédés physiques, chimiques et biologiques, tels que la dilution, le criblage, la filtration, la sédimentation, etc.</p>
            </li>
            <li>
                <p>l'entretien et le nettoyage des égouts et des canalisations, y compris le curetage des égouts</p>
            </li>
        </ul>","<ul class=""list1"">
            <li>
                <p>la décontamination des eaux de surface et des eaux souterraines polluées, in situ (cf. 
                    <a href=""/fr/metadonnees/nafr2/sousClasse/39.00Z"">39.00Z</a>)</p>
            </li>
            <li>
                <p>la construction ou la réparation de réseaux d'égouts (cf. 
                    <a href=""/fr/metadonnees/nafr2/sousClasse/42.21Z"">42.21Z</a>)</p>
            </li>
            <li>
                <p>le nettoyage et le débouchage de tuyaux d'écoulement dans des bâtiments (cf. 
                    <a href=""/fr/metadonnees/nafr2/sousClasse/43.22A"">43.22A</a>)</p>
            </li>
        </ul>"
46.16Z,"Intermédiaires du commerce en textiles, habillement, fourrures, chaussures et articles
         en cuir
      ","","<ul class=""list1"">
            <li>
                <p>le commerce de gros pour compte propre (cf. 
                    <a href=""/fr/metadonnees/nafr2/groupe/46.2"">46.2</a> à 
                    <a href=""/fr/metadonnees/nafr2/groupe/46.9"">46.9</a>)</p>
            </li>
            <li>
                <p>le commerce de détail par des intermédiaires du commerce hors magasin (cf. 
                    <a href=""/fr/metadonnees/nafr2/sousClasse/47.99B"">47.99B</a>)</p>
            </li>
        </ul>"
38.11Z,Collecte des déchets non dangereux,"<ul class=""list1"">
            <li>
                <p>la collecte des déchets solides non dangereux (par exemple les ordures) au niveau local, telle que l'enlèvement de déchets des ménages et des entreprises au moyen de poubelles, de bacs à roulettes, de conteneurs, etc.</p>
            </li>
            <li>
                <p>la collecte des matériaux mixtes récupérables</p>
            </li>
            <li>
                <p>la collecte de matériaux recyclables</p>
            </li>
            <li>
                <p>l'enlèvement des détritus collectés dans les boîtes à ordures dans les lieux publics</p>
            </li>
        </ul>","<ul class=""list1"">
            <li>
                <p>la collecte de déchets dangereux (cf. 
                    <a href=""/fr/metadonnees/nafr2/sousClasse/38.12Z"">38.12Z</a>)</p>
            </li>
            <li>
                <p>l'exploitation de décharges pour l'élimination de déchets non dangereux (cf. 
                    <a href=""/fr/metadonnees/nafr2/sousClasse/38.21Z"">38.21Z</a>)</p>
            </li>
            <li>
                <p>l'exploitation d'installations de tri de matériaux de récupération non triés, tels que papier, plastique etc., en vue de la récupération des déchets (cf. 
                    <a href=""/fr/metadonnees/nafr2/sousClasse/38.32Z"">38.32Z</a>)</p>
            </li>
            <li>
                <p>la collecte et le tri de matériaux de récupération non triés, tels que papier, plastique, etc. associé à leur vente, sans réelle transformation (cf. 
                    <a href=""/fr/metadonnees/nafr2/sousClasse/46.77Z"">46.77Z</a>)</p>
            </li>
        </ul>"
38.12Z,Collecte des déchets dangereux,"<ul class=""list1"">
            <li>
                <p>la collecte de déchets dangereux, tels que :</p>
                <ul class=""list1"">
                    <li>
                        <p>huiles usagées de navires, de garages</p>
                    </li>
                    <li>
                        <p>huiles et graisses de cuisson usagées</p>
                    </li>
                    <li>
                        <p>déchets biologiques dangereux</p>
                    </li>
                    <li>
                        <p>déchets nucléaires</p>
                    </li>
                    <li>
                        <p>piles usagées, etc.</p>
                    </li>
                </ul>
            </li>
            <li>
                <p>l'exploitation d'installations de transfert de déchets dangereux</p>
            </li>
        </ul><ul class=""list1"">
                    <li>
                        <p>huiles usagées de navires, de garages</p>
                    </li>
                    <li>
                        <p>huiles et graisses de cuisson usagées</p>
                    </li>
                    <li>
                        <p>déchets biologiques dangereux</p>
                    </li>
                    <li>
                        <p>déchets nucléaires</p>
                    </li>
                    <li>
                        <p>piles usagées, etc.</p>
                    </li>
                </ul>","<ul class=""list1"">
            <li>
                <p>l'assainissement et le nettoyage de bâtiments, des sites miniers, des sols ou des eaux souterraines contaminés, par exemple le désamiantage (cf. 
                    <a href=""/fr/metadonnees/nafr2/sousClasse/39.00Z"">39.00Z</a>)</p>
            </li>
        </ul>"
38.21Z,Traitement et élimination des déchets non dangereux,"<ul class=""list1"">
            <li>
                <p>l'élimination et le traitement avant élimination de déchets non dangereux, solides ou autres :</p>
                <ul class=""list1"">
                    <li>
                        <p>l'exploitation de décharges pour l'élimination de déchets non dangereux</p>
                    </li>
                    <li>
                        <p>l'élimination de déchets non dangereux par combustion ou incinération ou d'autres méthodes, avec ou sans production d'électricité ou de vapeur, de carburants de substitution, de biométhane, de cendres, de compost et d'autres co-produits destinés à un usage ultérieur, etc.</p>
                    </li>
                    <li>
                        <p>le traitement des déchets organiques dans le but de les éliminer</p>
                    </li>
                </ul>
            </li>
        </ul><ul class=""list1"">
                    <li>
                        <p>l'exploitation de décharges pour l'élimination de déchets non dangereux</p>
                    </li>
                    <li>
                        <p>l'élimination de déchets non dangereux par combustion ou incinération ou d'autres méthodes, avec ou sans production d'électricité ou de vapeur, de carburants de substitution, de biométhane, de cendres, de compost et d'autres co-produits destinés à un usage ultérieur, etc.</p>
                    </li>
                    <li>
                        <p>le traitement des déchets organiques dans le but de les éliminer</p>
                    </li>
                </ul>","<ul class=""list1"">
            <li>
                <p>l'incinération et la combustion de déchets dangereux (cf. 
                    <a href=""/fr/metadonnees/nafr2/sousClasse/38.22Z"">38.22Z</a>)</p>
            </li>
            <li>
                <p>l'exploitation d'installations de tri de matériaux de récupération non triés, tels que papier, plastique, boîtes à boisson et métaux usagés, en vue de la récupération des déchets (cf. 
                    <a href=""/fr/metadonnees/nafr2/sousClasse/38.32Z"">38.32Z</a>)</p>
            </li>
            <li>
                <p>la décontamination, le nettoyage des terres, de l'eau, la réduction des matières toxiques (cf. 
                    <a href=""/fr/metadonnees/nafr2/sousClasse/39.00Z"">39.00Z</a>)</p>
            </li>
        </ul>"
38.22Z,Traitement et élimination des déchets dangereux,"<ul class=""list1"">
            <li>
                <p>l'exploitation d'installations de traitement de déchets dangereux</p>
            </li>
            <li>
                <p>le traitement et l'élimination d'animaux toxiques vivants ou morts et d'autres déchets contaminés</p>
            </li>
            <li>
                <p>l'incinération de déchets dangereux</p>
            </li>
            <li>
                <p>la destruction de biens hors d'usage (par exemple des réfrigérateurs) afin d'en éliminer les déchets nocifs</p>
            </li>
            <li>
                <p>le traitement des huiles usagées de navires, de garages, des huiles et graisses de cuisson usagées, des piles usagées, etc.</p>
            </li>
            <li>
                <p>le traitement, l'élimination et le stockage de déchets radioactifs nucléaires, y compris :</p>
                <ul class=""list1"">
                    <li>
                        <p>traitement et élimination des déchets radioactifs transitoires des hôpitaux, c'est-à-dire qui se dégraderont au cours du transport</p>
                    </li>
                    <li>
                        <p>conditionnement, préparation et autre traitement des déchets nucléaires avant leur stockage</p>
                    </li>
                </ul>
            </li>
        </ul><ul class=""list1"">
                    <li>
                        <p>traitement et élimination des déchets radioactifs transitoires des hôpitaux, c'est-à-dire qui se dégraderont au cours du transport</p>
                    </li>
                    <li>
                        <p>conditionnement, préparation et autre traitement des déchets nucléaires avant leur stockage</p>
                    </li>
                </ul>","<ul class=""list1"">
            <li>
                <p>le retraitement des combustibles nucléaires (cf. 
                    <a href=""/fr/metadonnees/nafr2/sousClasse/20.13A"">20.13A</a>)</p>
            </li>
            <li>
                <p>l'incinération de déchets non dangereux (cf. 
                    <a href=""/fr/metadonnees/nafr2/sousClasse/38.21Z"">38.21Z</a>)</p>
            </li>
            <li>
                <p>la décontamination, le nettoyage des terres, de l'eau, la réduction des matières toxiques (cf. 
                    <a href=""/fr/metadonnees/nafr2/sousClasse/39.00Z"">39.00Z</a>)</p>
            </li>
        </ul>"
38.31Z,Démantèlement d'épaves,"<ul class=""list1"">
            <li>
                <p>le démantèlement d'épaves de tout type (automobiles, navires, ordinateurs, télévisions et autres matériels) à des fins de récupération par des processus de transformation mécanique ou chimique ou d'autres processus industriels spécifiques</p>
            </li>
        </ul>","<ul class=""list1"">
            <li>
                <p>la destruction de biens hors d'usage (par exemple des réfrigérateurs) afin d'éliminer des déchets nocifs (cf. 
                    <a href=""/fr/metadonnees/nafr2/sousClasse/38.22Z"">38.22Z</a>)</p>
            </li>
            <li>
                <p>le démontage d'automobiles, de navires, d'ordinateurs, de télévisions et d'autres matériels à des fins de récupération de pièces pour les revendre, sans réel processus de transformation (cf. 
                    <a href=""/fr/metadonnees/nafr2/sousClasse/46.77Z"">46.77Z</a>)</p>
            </li>
        </ul>"
46.17A,Centrales d'achat alimentaires,"",""
46.17B,"Autres intermédiaires du commerce en denrées, boissons et tabac","",""
39.00Z,Dépollution et autres services de gestion des déchets,"<ul class=""list1"">
            <li>
                <p>la décontamination des sols et des eaux souterraines pollués, in situ ou ex situ, par exemple à l'aide de méthodes mécaniques, chimiques ou biologiques</p>
            </li>
            <li>
                <p>la décontamination d'usines ou de sites industriels, y compris des usines et des sites nucléaires</p>
            </li>
            <li>
                <p>la décontamination et la dépollution des eaux superficielles à la suite de pollutions accidentelles, par exemple par l'enlèvement de polluants ou l'application de produits chimiques</p>
            </li>
            <li>
                <p>le nettoyage des rejets d'hydrocarbures sur terre, dans les eaux superficielles, dans l'océan ou dans la mer, y compris les zones côtières</p>
            </li>
            <li>
                <p>le désamiantage, l'enlèvement des peintures à base de plomb, la réduction des matières toxiques, etc.</p>
            </li>
            <li>
                <p>le déminage</p>
            </li>
            <li>
                <p>les autres activités spécialisées de lutte contre la pollution</p>
            </li>
        </ul>","<ul class=""list1"">
            <li>
                <p>la protection phytosanitaire dans l'agriculture (cf. 
                    <a href=""/fr/metadonnees/nafr2/sousClasse/01.61Z"">01.61Z</a>)</p>
            </li>
            <li>
                <p>le traitement de l'eau aux fins de la distribution d'eau (cf. 
                    <a href=""/fr/metadonnees/nafr2/sousClasse/36.00Z"">36.00Z</a>)</p>
            </li>
            <li>
                <p>le traitement et l'élimination des déchets non dangereux (cf. 
                    <a href=""/fr/metadonnees/nafr2/sousClasse/38.21Z"">38.21Z</a>)</p>
            </li>
            <li>
                <p>le traitement et l'élimination des déchets dangereux (cf. 
                    <a href=""/fr/metadonnees/nafr2/sousClasse/38.22Z"">38.22Z</a>)</p>
            </li>
            <li>
                <p>le balayage, l'arrosage des chaussées et les autres services de voirie (cf. 
                    <a href=""/fr/metadonnees/nafr2/sousClasse/81.29B"">81.29B</a>)</p>
            </li>
        </ul>"
41.10A,Promotion immobilière de logements,"<ul class=""list1"">
            <li>
                <p>la promotion immobilière de bâtiments à usage principal d'habitation</p>
            </li>
            <li>
                <p>la promotion immobilière de résidences hôtelières</p>
            </li>
        </ul>","<ul class=""list1"">
            <li>
                <p>la promotion immobilière à objet locatif (sociétés HLM notamment) (cf. 
                    <a href=""/fr/metadonnees/nafr2/sousClasse/68.20A"">68.20A</a>)</p>
            </li>
            <li>
                <p>l'activité des marchands de biens immobiliers (cf. 
                    <a href=""/fr/metadonnees/nafr2/sousClasse/68.10Z"">68.10Z</a>)</p>
            </li>
        </ul>"
41.10B,Promotion immobilière de bureaux,"<ul class=""list1"">
            <li>
                <p>la promotion immobilière de bâtiments destinés à l'usage de bureaux</p>
            </li>
        </ul>",""
41.10C,Promotion immobilière d'autres bâtiments,"<ul class=""list1"">
            <li>
                <p>la promotion immobilière de tous types de bâtiments non résidentiels exceptés les bâtiments destinés à l'usage de bureaux :</p>
                <ul class=""list1"">
                    <li>
                        <p>bâtiments destinés à abriter des activités de production industrielle, par exemple usines, ateliers, usines d'assemblage, etc.</p>
                    </li>
                    <li>
                        <p>hôpitaux, écoles</p>
                    </li>
                    <li>
                        <p>hôtels magasins, centres commerciaux, restaurants</p>
                    </li>
                    <li>
                        <p>bâtiments aéroportuaires</p>
                    </li>
                    <li>
                        <p>salles de sport</p>
                    </li>
                    <li>
                        <p>parkings couverts et souterrains</p>
                    </li>
                    <li>
                        <p>entrepôts</p>
                    </li>
                    <li>
                        <p>bâtiments religieux</p>
                    </li>
                </ul>
            </li>
        </ul><ul class=""list1"">
                    <li>
                        <p>bâtiments destinés à abriter des activités de production industrielle, par exemple usines, ateliers, usines d'assemblage, etc.</p>
                    </li>
                    <li>
                        <p>hôpitaux, écoles</p>
                    </li>
                    <li>
                        <p>hôtels magasins, centres commerciaux, restaurants</p>
                    </li>
                    <li>
                        <p>bâtiments aéroportuaires</p>
                    </li>
                    <li>
                        <p>salles de sport</p>
                    </li>
                    <li>
                        <p>parkings couverts et souterrains</p>
                    </li>
                    <li>
                        <p>entrepôts</p>
                    </li>
                    <li>
                        <p>bâtiments religieux</p>
                    </li>
                </ul>","<ul class=""list1"">
            <li>
                <p>la promotion immobilière d'infrastructures hors bâtiments (cf. 
                    <a href=""/fr/metadonnees/nafr2/division/42"">42</a>)</p>
            </li>
        </ul>"
41.10D,Supports juridiques de programmes,"<ul class=""list1"">
            <li>
                <p>les sociétés civiles immobilières de construction créées par les promoteurs pour la réalisation de chacun de leurs programmes</p>
            </li>
        </ul>",""
41.20A,Construction de maisons individuelles,"<ul class=""list1"">
            <li>
                <p>les entreprises générales de construction ou ""tous corps d'état"" prenant la responsabilité globale de la construction d'une maison, notamment la construction de maisons individuelles dans le cadre d'un contrat de construction de maison individuelle</p>
            </li>
            <li>
                <p>l'assemblage et la construction de maisons préfabriquées</p>
            </li>
        </ul>","<ul class=""list1"">
            <li>
                <p>la promotion immobilière de logements (cf. 
                    <a href=""/fr/metadonnees/nafr2/sousClasse/41.10A"">41.10A</a>)</p>
            </li>
            <li>
                <p>les activités d'architecture et d'ingénierie (cf. 
                    <a href=""/fr/metadonnees/nafr2/groupe/71.1"">71.1</a>)</p>
            </li>
            <li>
                <p>les services de maîtrise d'œuvre (cf. 
                    <a href=""/fr/metadonnees/nafr2/groupe/71.1"">71.1</a>)</p>
            </li>
        </ul>"
